name,education_level,years_experience,skills,certifications,job_role_applied,university_tier,known_languages,location,shortlisted
Candidate_598,PhD,5.2,"Keras, TensorFlow, SQL, Java, Python, Flask",5,Data Analyst,Tier 3,"Telugu, Kannada, English",Bangalore,0
Candidate_599,PhD,0.8,"Node.js, NLP, TensorFlow, C++, Machine Learning",0,Backend Developer,Tier 2,"Hindi, English",Delhi,1
Candidate_600,PhD,7.6,"Flask, Keras, Seaborn, JavaScript, Node.js, React",2,ML Engineer,Tier 3,"English, Kannada",Bangalore,1
Candidate_601,Bachelor's,7.3,"Pandas, TensorFlow, React",0,Frontend Developer,Tier 2,"Kannada, Telugu",Mumbai,1
Candidate_602,Bachelor's,3.3,"Keras, AWS, TensorFlow",3,Frontend Developer,Tier 1,"Telugu, Tamil, Hindi",Bangalore,0
Candidate_603,PhD,0.9,"Machine Learning, Python, Pandas, Deep Learning",0,ML Engineer,Tier 3,"Kannada, Telugu",Bangalore,0
Candidate_604,PhD,6.2,"Seaborn, Node.js, Keras, AWS, Spark",2,Data Analyst,Tier 3,"Kannada, Telugu, English",Mumbai,0
Candidate_605,PhD,4.6,"Matplotlib, Django, Seaborn",3,Data Analyst,Tier 3,"English, Telugu, Tamil",Pune,0
Candidate_606,PhD,6.4,"NLP, Python, AWS",4,ML Engineer,Tier 2,Kannada,Mumbai,0
Candidate_607,Master's,0.2,"JavaScript, Python, C++, AWS",3,Frontend Developer,Tier 3,"Kannada, Hindi, Telugu",Bangalore,0
Candidate_608,Master's,9.8,"Spark, NLP, JavaScript",0,ML Engineer,Tier 3,"English, Telugu",Mumbai,0
Candidate_609,Master's,2.9,"JavaScript, NumPy, Machine Learning",3,Data Analyst,Tier 1,Kannada,Pune,0
Candidate_610,PhD,5.5,"C++, Spark, TensorFlow, JavaScript, Keras",2,Backend Developer,Tier 3,"Tamil, English",Mumbai,0
Candidate_611,Bachelor's,8.1,"NLP, Flask, JavaScript, SQL, AWS",5,Frontend Developer,Tier 1,"Telugu, Hindi",Bangalore,0
Candidate_612,PhD,1.4,"NumPy, Python, Spark, Java, C++",5,ML Engineer,Tier 3,"Telugu, Tamil",Bangalore,0
Candidate_613,Master's,1.7,"Flask, NumPy, React, Matplotlib",1,Data Analyst,Tier 3,"English, Kannada",Bangalore,0
Candidate_614,Master's,5.2,"React, Flask, Pandas, Django",0,Backend Developer,Tier 1,"Kannada, Tamil",Bangalore,1
Candidate_615,Master's,0.7,"Seaborn, Java, C++, SQL, NLP",0,Data Analyst,Tier 2,English,Chennai,0
Candidate_616,Bachelor's,4.3,"NLP, Django, Pandas",0,Data Analyst,Tier 1,Telugu,Bangalore,0
Candidate_617,Master's,5.9,"Python, NumPy, Flask",5,Data Scientist,Tier 3,"Kannada, Tamil",Pune,1
Candidate_618,Master's,2.3,"Spark, Matplotlib, Pandas, Keras",4,Data Analyst,Tier 2,"Hindi, Tamil",Chennai,0
Candidate_619,Master's,7.7,"C++, Matplotlib, JavaScript, NumPy, Node.js, TensorFlow",2,Data Analyst,Tier 3,English,Chennai,0
Candidate_620,Master's,0.5,"Seaborn, TensorFlow, Django, React, C++",3,Frontend Developer,Tier 3,"Telugu, Tamil",Delhi,0
Candidate_621,Bachelor's,3.4,"Keras, Matplotlib, Java, TensorFlow",2,Data Analyst,Tier 3,"Telugu, Hindi",Delhi,0
Candidate_622,PhD,2.2,"Machine Learning, Seaborn, Matplotlib, Node.js, AWS",1,Frontend Developer,Tier 2,"Tamil, Telugu, English",Delhi,1
Candidate_623,Bachelor's,3.3,"Pandas, AWS, Flask",5,Data Scientist,Tier 2,"Tamil, Kannada, English",Chennai,0
Candidate_624,Master's,1.6,"Python, Java, Seaborn, Deep Learning",2,Data Scientist,Tier 3,"Tamil, English, Kannada",Delhi,0
Candidate_625,Bachelor's,8.9,"C++, SQL, Pandas",4,ML Engineer,Tier 3,Hindi,Chennai,0
Candidate_626,Master's,7.0,"TensorFlow, Java, React, Seaborn, Python, Node.js",5,Data Analyst,Tier 1,"Tamil, English",Pune,0
Candidate_627,Bachelor's,10.0,"JavaScript, React, Pandas",2,Data Analyst,Tier 1,Hindi,Mumbai,0
Candidate_628,PhD,9.2,"Deep Learning, SQL, AWS",1,Backend Developer,Tier 2,"Kannada, Tamil, Hindi",Pune,1
Candidate_629,PhD,3.4,"Machine Learning, Java, NumPy, SQL, Pandas, NLP",1,Backend Developer,Tier 3,Tamil,Pune,0
Candidate_630,PhD,5.9,"Python, Django, C++, Java, AWS",3,Frontend Developer,Tier 3,Tamil,Pune,1
Candidate_631,Bachelor's,2.0,"Python, Flask, NLP",1,Data Scientist,Tier 2,Kannada,Delhi,1
Candidate_632,PhD,9.7,"C++, AWS, Seaborn, Machine Learning, SQL",1,Frontend Developer,Tier 3,Kannada,Chennai,1
Candidate_633,Master's,7.6,"NLP, Spark, Deep Learning, JavaScript",0,Frontend Developer,Tier 1,Telugu,Mumbai,0
Candidate_634,PhD,9.4,"Python, TensorFlow, Keras",4,Data Scientist,Tier 2,"Telugu, Kannada, Hindi",Bangalore,0
Candidate_635,PhD,9.0,"Matplotlib, Flask, JavaScript, Node.js, AWS, Machine Learning",2,Frontend Developer,Tier 2,English,Bangalore,0
Candidate_636,Master's,4.9,"React, Deep Learning, Spark, Python, Node.js, C++",5,Frontend Developer,Tier 1,"Hindi, Telugu",Chennai,1
Candidate_637,Master's,1.3,"React, Machine Learning, SQL, Pandas, Flask, C++",4,Data Scientist,Tier 3,"Hindi, Kannada, English",Chennai,0
Candidate_638,Master's,8.6,"Python, Java, Spark",5,ML Engineer,Tier 1,"Hindi, English",Pune,1
Candidate_639,PhD,5.6,"Matplotlib, Flask, Django, Python, JavaScript, Pandas",0,Data Scientist,Tier 2,Hindi,Delhi,0
Candidate_640,Bachelor's,2.8,"Pandas, Deep Learning, Seaborn, AWS, Spark",4,Backend Developer,Tier 3,"Kannada, Telugu, Hindi",Hyderabad,0
Candidate_641,Master's,0.5,"Keras, React, Python, JavaScript",3,Frontend Developer,Tier 1,Tamil,Mumbai,0
Candidate_642,Master's,8.9,"Python, Pandas, SQL, C++",2,Backend Developer,Tier 3,Hindi,Hyderabad,0
Candidate_643,Master's,7.0,"SQL, React, C++, NLP",4,Data Scientist,Tier 2,"English, Tamil, Telugu",Bangalore,0
Candidate_644,Master's,1.1,"Matplotlib, Keras, Node.js",4,Frontend Developer,Tier 3,Kannada,Chennai,0
Candidate_645,PhD,7.5,"React, SQL, TensorFlow, Matplotlib, Java, NLP",0,Frontend Developer,Tier 2,"Kannada, Hindi, English",Delhi,1
Candidate_646,Master's,6.1,"Matplotlib, Spark, NumPy, React",4,Frontend Developer,Tier 2,English,Delhi,0
Candidate_647,Bachelor's,1.7,"React, Python, Java, AWS, Node.js, Machine Learning",2,Data Analyst,Tier 1,Hindi,Bangalore,0
Candidate_648,Master's,0.9,"NumPy, Flask, Node.js, JavaScript, SQL",0,ML Engineer,Tier 2,"Kannada, Hindi, Tamil",Bangalore,1
Candidate_649,PhD,1.3,"JavaScript, Java, Node.js",0,Frontend Developer,Tier 3,Hindi,Hyderabad,1
Candidate_650,Bachelor's,7.2,"NLP, JavaScript, SQL, Django, AWS, NumPy",1,Data Scientist,Tier 1,"English, Telugu, Hindi",Bangalore,1
Candidate_651,Master's,2.5,"Python, Java, NLP, Django",3,ML Engineer,Tier 2,"English, Hindi, Kannada",Bangalore,0
Candidate_652,PhD,0.2,"AWS, C++, Keras, Spark",3,Frontend Developer,Tier 3,Hindi,Delhi,0
Candidate_653,PhD,9.6,"SQL, Python, Flask, Django",5,Data Analyst,Tier 1,"Telugu, Kannada, English",Hyderabad,1
Candidate_654,PhD,0.8,"SQL, Keras, NumPy, Python",4,Data Scientist,Tier 3,"Telugu, Kannada",Mumbai,0
Candidate_655,Bachelor's,3.8,"JavaScript, C++, Matplotlib, TensorFlow, NLP, React",0,Frontend Developer,Tier 2,"English, Telugu",Mumbai,0
Candidate_656,Master's,9.8,"AWS, Node.js, Django, Keras, NLP",0,Frontend Developer,Tier 2,Telugu,Hyderabad,0
Candidate_657,Bachelor's,8.5,"JavaScript, Keras, SQL, C++, Machine Learning, Matplotlib",2,Backend Developer,Tier 3,Tamil,Pune,1
Candidate_658,PhD,7.0,"JavaScript, SQL, Matplotlib, Seaborn, Java",4,ML Engineer,Tier 3,"Kannada, English, Tamil",Delhi,1
Candidate_659,Master's,1.5,"Machine Learning, C++, TensorFlow, Flask",1,Backend Developer,Tier 1,Tamil,Mumbai,0
Candidate_660,Bachelor's,8.9,"NLP, Seaborn, Django",1,Backend Developer,Tier 1,Hindi,Bangalore,0
Candidate_661,Bachelor's,7.1,"Matplotlib, NumPy, TensorFlow, Python, NLP",5,Frontend Developer,Tier 2,"Telugu, Tamil, Hindi",Chennai,0
Candidate_662,Master's,4.0,"Deep Learning, Node.js, NLP, Django, Keras",2,Data Analyst,Tier 2,"Telugu, Kannada",Bangalore,0
Candidate_663,Master's,2.1,"JavaScript, C++, React, Deep Learning, Machine Learning",2,Data Scientist,Tier 1,"Tamil, Kannada, Telugu",Bangalore,0
Candidate_664,Master's,1.9,"AWS, JavaScript, Deep Learning, NLP, TensorFlow, Node.js",2,ML Engineer,Tier 1,Telugu,Chennai,0
Candidate_665,Bachelor's,2.4,"Flask, React, TensorFlow",0,Frontend Developer,Tier 3,"Kannada, Hindi",Hyderabad,0
Candidate_666,Bachelor's,9.4,"Machine Learning, Deep Learning, AWS",1,Data Scientist,Tier 2,Telugu,Hyderabad,0
Candidate_667,Bachelor's,9.6,"Python, Seaborn, SQL",3,Data Analyst,Tier 1,English,Bangalore,1
Candidate_668,Master's,7.3,"C++, Seaborn, Flask, Deep Learning, React, SQL",2,Frontend Developer,Tier 1,"Kannada, Telugu",Chennai,1
Candidate_669,Master's,8.4,"Java, SQL, NumPy, Node.js, React, Keras",5,Data Scientist,Tier 2,"Hindi, Kannada",Mumbai,0
Candidate_670,Master's,4.5,"TensorFlow, Deep Learning, Keras, Node.js, Matplotlib, Django",0,Data Scientist,Tier 1,"English, Tamil, Kannada",Mumbai,0
Candidate_671,PhD,0.6,"Deep Learning, Matplotlib, Java, Seaborn, Python",1,ML Engineer,Tier 1,"Hindi, English, Kannada",Hyderabad,1
Candidate_672,Master's,4.6,"SQL, Keras, Python, Machine Learning",1,Data Analyst,Tier 1,Telugu,Delhi,0
Candidate_673,PhD,6.9,"React, Java, Node.js, SQL, Seaborn, NumPy",4,Frontend Developer,Tier 1,"Telugu, Hindi, Tamil",Bangalore,0
Candidate_674,PhD,6.4,"Django, NLP, JavaScript, Spark, Matplotlib, Keras",5,Backend Developer,Tier 1,Hindi,Pune,1
Candidate_675,PhD,7.7,"Django, Node.js, Matplotlib, React, Python, JavaScript",2,ML Engineer,Tier 1,"Hindi, Kannada",Hyderabad,0
Candidate_676,Master's,4.3,"Java, NumPy, TensorFlow, C++, AWS",4,ML Engineer,Tier 1,"Kannada, Telugu",Bangalore,0
Candidate_677,PhD,8.1,"TensorFlow, Java, SQL, Python",3,Data Scientist,Tier 1,"Kannada, Hindi",Delhi,0
Candidate_678,PhD,5.6,"C++, NumPy, Keras, Flask",4,Frontend Developer,Tier 2,Tamil,Mumbai,1
Candidate_679,Master's,1.3,"Node.js, JavaScript, Spark, React",5,Data Analyst,Tier 1,"Tamil, Kannada, English",Chennai,0
Candidate_680,PhD,9.9,"React, AWS, NLP, TensorFlow",0,ML Engineer,Tier 3,"Hindi, Tamil",Pune,0
Candidate_681,Bachelor's,9.0,"NumPy, Django, C++, SQL",4,Data Scientist,Tier 3,"Tamil, English",Hyderabad,0
Candidate_682,Bachelor's,4.9,"Django, Seaborn, Machine Learning, SQL, Deep Learning",1,Data Scientist,Tier 1,Telugu,Hyderabad,1
Candidate_683,Master's,6.6,"TensorFlow, Django, NumPy, NLP, AWS",0,Frontend Developer,Tier 2,Tamil,Chennai,1
Candidate_684,Master's,5.7,"C++, NLP, AWS, Keras",5,Frontend Developer,Tier 3,"Tamil, Kannada, Hindi",Chennai,0
Candidate_685,Bachelor's,5.7,"Spark, TensorFlow, Node.js",4,Frontend Developer,Tier 2,"Hindi, English",Mumbai,0
Candidate_686,Bachelor's,8.1,"Flask, React, Keras",1,Data Scientist,Tier 3,"English, Hindi",Pune,0
Candidate_687,PhD,0.9,"C++, Node.js, Django, Keras, TensorFlow",3,Data Analyst,Tier 2,"English, Telugu",Hyderabad,0
Candidate_688,Bachelor's,1.6,"NumPy, Django, C++, React, JavaScript, Spark",5,ML Engineer,Tier 1,"Tamil, Telugu",Pune,0
Candidate_689,PhD,4.2,"Node.js, Spark, Machine Learning, AWS",0,Data Analyst,Tier 2,"Tamil, Hindi",Bangalore,0
Candidate_690,PhD,6.7,"React, Django, SQL, JavaScript, Java",1,Data Scientist,Tier 2,Tamil,Mumbai,0
Candidate_691,Master's,2.7,"Spark, Pandas, Machine Learning, NumPy, Python",5,Data Scientist,Tier 2,"Telugu, Kannada, Hindi",Chennai,0
Candidate_692,PhD,6.7,"NumPy, TensorFlow, Machine Learning, Pandas, Matplotlib, AWS",2,Data Scientist,Tier 1,"Tamil, Telugu",Pune,0
Candidate_693,Bachelor's,2.6,"Java, Python, Keras, Django, NLP",2,Backend Developer,Tier 1,"Telugu, Tamil, Kannada",Mumbai,0
Candidate_694,PhD,1.9,"Pandas, C++, SQL, NLP, JavaScript, Machine Learning",5,ML Engineer,Tier 1,Tamil,Delhi,0
Candidate_695,Master's,7.2,"NLP, AWS, SQL, React",4,Backend Developer,Tier 3,Telugu,Chennai,0
Candidate_696,Bachelor's,9.9,"AWS, Machine Learning, Matplotlib, Deep Learning, TensorFlow",2,Frontend Developer,Tier 2,Tamil,Chennai,0
Candidate_697,Master's,8.7,"Django, Machine Learning, Flask, C++, Spark",4,Data Scientist,Tier 3,"Hindi, Kannada, Tamil",Chennai,0
Candidate_698,Master's,5.8,"Django, Spark, Flask, Keras, Seaborn",0,Data Analyst,Tier 3,"Kannada, Hindi, English",Hyderabad,1
Candidate_699,Bachelor's,5.9,"JavaScript, NumPy, Node.js, Matplotlib, Flask, Java",1,Backend Developer,Tier 1,"Telugu, Hindi, English",Pune,0
Candidate_700,Bachelor's,1.2,"Java, NumPy, Deep Learning, Machine Learning, NLP, SQL",2,ML Engineer,Tier 2,"Hindi, Kannada, English",Hyderabad,0
Candidate_701,Bachelor's,0.4,"Spark, Keras, Machine Learning, TensorFlow, C++",1,Data Analyst,Tier 1,Hindi,Pune,0
Candidate_702,Master's,1.1,"Node.js, Pandas, Deep Learning",3,Frontend Developer,Tier 3,"Hindi, Tamil",Delhi,0
Candidate_703,Master's,6.3,"Python, Seaborn, Keras, C++, Node.js, Java",2,Frontend Developer,Tier 1,"Tamil, Telugu",Mumbai,0
Candidate_704,Bachelor's,0.8,"Seaborn, AWS, NLP, Java",1,Frontend Developer,Tier 1,"Hindi, Kannada",Bangalore,1
Candidate_705,Bachelor's,1.9,"Machine Learning, React, Flask, Keras, Node.js, Deep Learning",0,Data Scientist,Tier 3,"Kannada, Telugu",Delhi,0
Candidate_706,PhD,6.9,"Seaborn, Python, Java, Deep Learning, JavaScript, Machine Learning",2,ML Engineer,Tier 1,English,Pune,1
Candidate_707,PhD,9.7,"Machine Learning, C++, Pandas, Flask, Node.js, Python",2,Backend Developer,Tier 1,Hindi,Delhi,1
Candidate_708,Master's,9.5,"React, Seaborn, Flask, Keras",3,Frontend Developer,Tier 2,"Hindi, Kannada, English",Hyderabad,0
Candidate_709,PhD,9.9,"Python, JavaScript, AWS, Spark",2,ML Engineer,Tier 1,Hindi,Bangalore,0
Candidate_710,Bachelor's,0.2,"Flask, Keras, Pandas, Seaborn",0,Data Scientist,Tier 2,"Tamil, English",Mumbai,0
Candidate_711,Master's,1.4,"AWS, NLP, Deep Learning, Django, Java, C++",2,Frontend Developer,Tier 1,Hindi,Pune,0
Candidate_712,PhD,5.6,"NumPy, React, Django, Python, Node.js",2,Backend Developer,Tier 3,"Telugu, English",Delhi,0
Candidate_713,PhD,8.0,"C++, Pandas, React",1,Backend Developer,Tier 2,Telugu,Pune,0
Candidate_714,Master's,9.2,"Seaborn, Pandas, SQL, NumPy, Matplotlib",2,Frontend Developer,Tier 3,"Hindi, Tamil, English",Mumbai,0
Candidate_715,Master's,6.4,"Seaborn, Pandas, JavaScript, NumPy",5,Backend Developer,Tier 1,Hindi,Chennai,0
Candidate_716,PhD,0.4,"TensorFlow, AWS, Seaborn, Machine Learning, Flask",4,Backend Developer,Tier 2,Hindi,Mumbai,1
Candidate_717,PhD,7.7,"React, SQL, JavaScript",0,Data Scientist,Tier 1,"Telugu, English, Kannada",Pune,1
Candidate_718,Master's,9.8,"AWS, Java, C++, Pandas, Spark, Keras",3,Frontend Developer,Tier 3,Kannada,Hyderabad,0
Candidate_719,Master's,1.0,"NLP, React, Deep Learning, SQL, NumPy",0,Backend Developer,Tier 2,"Tamil, Hindi",Hyderabad,0
Candidate_720,PhD,4.5,"Python, NLP, Machine Learning, JavaScript",1,Data Scientist,Tier 2,"Tamil, Kannada, Telugu",Pune,0
Candidate_721,Master's,8.5,"Node.js, Python, Seaborn, AWS",1,Frontend Developer,Tier 2,Tamil,Delhi,0
Candidate_722,PhD,5.0,"Python, Flask, Pandas, AWS, React",0,Frontend Developer,Tier 2,"Tamil, English, Kannada",Chennai,0
Candidate_723,Bachelor's,7.9,"NumPy, Flask, React, TensorFlow, Keras, Deep Learning",5,Backend Developer,Tier 3,"Tamil, Telugu, English",Chennai,0
Candidate_724,Bachelor's,4.5,"NumPy, Deep Learning, React, Seaborn, NLP, Machine Learning",1,Data Scientist,Tier 2,"Kannada, English",Hyderabad,0
Candidate_725,PhD,1.3,"Spark, React, JavaScript, Machine Learning, SQL",0,Frontend Developer,Tier 2,English,Hyderabad,1
Candidate_726,PhD,3.2,"Django, Keras, AWS, Pandas, JavaScript, Deep Learning",3,Backend Developer,Tier 3,"Hindi, English",Mumbai,1
Candidate_727,Master's,0.8,"AWS, Matplotlib, Python, Deep Learning, SQL",1,Backend Developer,Tier 1,"Kannada, English, Telugu",Chennai,1
Candidate_728,PhD,5.3,"React, C++, Spark, AWS",1,Data Scientist,Tier 1,Tamil,Pune,1
Candidate_729,Master's,5.1,"NLP, Seaborn, JavaScript",3,Data Analyst,Tier 2,"Tamil, English",Bangalore,0
Candidate_730,PhD,1.1,"Flask, Seaborn, Spark, Java, TensorFlow",2,Frontend Developer,Tier 3,English,Mumbai,1
Candidate_731,Bachelor's,5.7,"Pandas, Matplotlib, NumPy, Django, Deep Learning, Flask",2,ML Engineer,Tier 2,"Tamil, English",Delhi,0
Candidate_732,Master's,7.2,"Machine Learning, React, SQL, JavaScript",5,ML Engineer,Tier 1,Hindi,Hyderabad,1
Candidate_733,Bachelor's,3.1,"Java, Machine Learning, React",4,Frontend Developer,Tier 1,"Telugu, English",Bangalore,0
Candidate_734,Master's,8.6,"JavaScript, Keras, Flask, Matplotlib, SQL, Deep Learning",1,Data Analyst,Tier 1,"Kannada, English, Telugu",Hyderabad,0
Candidate_735,Master's,4.2,"React, Python, Java",0,Frontend Developer,Tier 3,Kannada,Chennai,1
Candidate_736,Bachelor's,5.4,"SQL, Python, Deep Learning, Java",2,Backend Developer,Tier 3,Kannada,Pune,0
Candidate_737,Bachelor's,9.4,"Keras, React, Java, Seaborn",3,ML Engineer,Tier 2,Telugu,Mumbai,0
Candidate_738,Bachelor's,8.6,"Seaborn, Node.js, Matplotlib, TensorFlow",5,Backend Developer,Tier 2,"English, Tamil",Pune,0
Candidate_739,Bachelor's,8.8,"React, TensorFlow, Pandas, SQL, Django, Node.js",4,Frontend Developer,Tier 1,English,Hyderabad,1
Candidate_740,Bachelor's,6.6,"Node.js, Django, JavaScript, SQL",5,Data Analyst,Tier 3,Tamil,Hyderabad,1
Candidate_741,Master's,7.4,"Matplotlib, NumPy, Deep Learning",5,Data Scientist,Tier 2,"Telugu, English",Pune,0
Candidate_742,Bachelor's,4.2,"Spark, React, Python, Matplotlib, SQL",5,Frontend Developer,Tier 1,"Hindi, Telugu, Tamil",Mumbai,0
Candidate_743,Master's,1.2,"NLP, Spark, Keras",4,Data Analyst,Tier 3,"Tamil, Kannada, Telugu",Mumbai,0
Candidate_744,Bachelor's,7.3,"JavaScript, TensorFlow, Spark",2,ML Engineer,Tier 1,"Tamil, English, Telugu",Chennai,0
Candidate_745,Master's,2.0,"Deep Learning, AWS, Django, Flask",5,ML Engineer,Tier 1,"Tamil, Hindi",Delhi,0
Candidate_746,PhD,0.2,"NumPy, JavaScript, Keras, Seaborn, Machine Learning",0,ML Engineer,Tier 2,"English, Kannada",Delhi,0
Candidate_747,PhD,4.6,"Flask, Seaborn, NLP, Machine Learning, TensorFlow, JavaScript",0,Data Analyst,Tier 3,"Tamil, English, Hindi",Mumbai,0
Candidate_748,Bachelor's,2.9,"Matplotlib, Deep Learning, Node.js, TensorFlow, SQL, Seaborn",2,Data Analyst,Tier 2,"Tamil, English",Delhi,0
Candidate_749,Bachelor's,6.6,"Python, Deep Learning, React, SQL, Java, C++",3,Backend Developer,Tier 1,"Telugu, Tamil",Delhi,1
Candidate_750,PhD,9.0,"Seaborn, React, Flask",4,Frontend Developer,Tier 1,English,Delhi,0
Candidate_751,PhD,5.7,"Java, Deep Learning, NumPy, Machine Learning",5,Data Analyst,Tier 3,"Telugu, Tamil, Kannada",Bangalore,0
Candidate_752,PhD,3.5,"Python, JavaScript, Pandas, NLP",0,Data Scientist,Tier 1,"Tamil, Telugu, Kannada",Mumbai,0
Candidate_753,Bachelor's,5.9,"Node.js, Python, NLP, TensorFlow, Machine Learning",0,Data Analyst,Tier 3,Telugu,Delhi,0
Candidate_754,PhD,8.4,"Keras, Pandas, Java, Matplotlib, NumPy",5,Data Scientist,Tier 3,"Hindi, Telugu",Pune,0
Candidate_755,Bachelor's,0.3,"Keras, NLP, SQL, Java",1,Frontend Developer,Tier 2,"Hindi, English",Mumbai,1
Candidate_756,Master's,2.7,"Keras, Seaborn, TensorFlow, NLP, React",2,Data Scientist,Tier 1,Tamil,Chennai,0
Candidate_757,PhD,6.0,"JavaScript, Deep Learning, Keras, React, Matplotlib, Seaborn",1,Data Scientist,Tier 2,Hindi,Pune,0
Candidate_758,PhD,6.6,"Python, Flask, NumPy, Machine Learning, Seaborn, Pandas",3,Frontend Developer,Tier 3,"Tamil, Hindi",Delhi,0
Candidate_759,Master's,3.3,"Django, Seaborn, AWS",2,Data Scientist,Tier 1,Tamil,Chennai,0
Candidate_760,PhD,3.5,"React, Java, Python",5,Backend Developer,Tier 3,English,Bangalore,0
Candidate_761,PhD,7.8,"JavaScript, Pandas, NumPy, React",3,Frontend Developer,Tier 3,"Hindi, Tamil, Telugu",Chennai,0
Candidate_762,PhD,6.8,"React, AWS, Machine Learning, Spark, NLP",1,Frontend Developer,Tier 1,"Tamil, Telugu, Hindi",Delhi,0
Candidate_763,Bachelor's,4.5,"Deep Learning, Java, Matplotlib",5,Data Scientist,Tier 3,Tamil,Mumbai,0
Candidate_764,Master's,3.1,"Django, NLP, Node.js, Spark, JavaScript, NumPy",3,Data Analyst,Tier 3,"English, Telugu",Bangalore,1
Candidate_765,Master's,5.8,"Node.js, Flask, Machine Learning, AWS, Java, React",1,ML Engineer,Tier 1,Hindi,Bangalore,0
Candidate_766,PhD,2.2,"C++, Node.js, Django",5,Data Analyst,Tier 1,"English, Telugu",Delhi,1
Candidate_767,PhD,8.9,"NLP, React, NumPy",4,ML Engineer,Tier 2,"Telugu, Hindi, Kannada",Pune,0
Candidate_768,Bachelor's,3.1,"Pandas, Machine Learning, Keras",2,Backend Developer,Tier 3,Telugu,Delhi,1
Candidate_769,Bachelor's,1.0,"NLP, Keras, NumPy",1,Frontend Developer,Tier 2,"English, Telugu",Mumbai,0
Candidate_770,PhD,3.8,"Spark, TensorFlow, C++, Machine Learning",1,Backend Developer,Tier 1,"Kannada, Tamil, Hindi",Pune,1
Candidate_771,Master's,2.6,"Java, Spark, Python, AWS, SQL",0,Data Analyst,Tier 2,"Hindi, English",Delhi,0
Candidate_772,Bachelor's,8.3,"React, SQL, C++, Keras, Machine Learning",2,Backend Developer,Tier 2,"Kannada, Tamil",Delhi,0
Candidate_773,PhD,6.2,"Spark, NLP, Pandas, React, AWS, Keras",3,Frontend Developer,Tier 3,"Kannada, Hindi",Delhi,0
Candidate_774,PhD,1.1,"React, JavaScript, C++",3,Data Analyst,Tier 3,"English, Hindi, Telugu",Delhi,0
Candidate_775,PhD,1.9,"C++, Pandas, Python, Deep Learning, Machine Learning, Spark",2,Frontend Developer,Tier 2,Telugu,Mumbai,1
Candidate_776,Bachelor's,5.2,"Matplotlib, SQL, C++, React, Node.js, Deep Learning",0,Backend Developer,Tier 2,"Kannada, English",Bangalore,0
Candidate_777,PhD,2.5,"Seaborn, C++, Flask, Deep Learning, Python, Pandas",0,Data Analyst,Tier 3,"Hindi, English, Kannada",Mumbai,0
Candidate_778,PhD,0.5,"JavaScript, Seaborn, Keras, Spark, Node.js",1,Frontend Developer,Tier 3,"Kannada, English",Pune,0
Candidate_779,Master's,9.6,"Deep Learning, Node.js, JavaScript",5,ML Engineer,Tier 3,English,Delhi,0
Candidate_780,Bachelor's,7.9,"Python, Django, Seaborn",1,Data Analyst,Tier 2,Tamil,Chennai,1
Candidate_781,Bachelor's,2.4,"Java, Spark, AWS, Matplotlib, Deep Learning, Keras",4,Data Scientist,Tier 3,English,Chennai,1
Candidate_782,Master's,0.6,"Machine Learning, Node.js, Pandas, Spark",3,Data Scientist,Tier 3,"Telugu, Hindi, Kannada",Mumbai,1
Candidate_783,Bachelor's,9.2,"Node.js, NLP, Matplotlib",5,Data Analyst,Tier 1,Tamil,Hyderabad,0
Candidate_784,PhD,0.6,"Deep Learning, Seaborn, AWS",3,Data Scientist,Tier 2,"Hindi, English",Pune,0
Candidate_785,Master's,8.6,"Django, Spark, NumPy, React, NLP, Matplotlib",0,Data Scientist,Tier 1,"Kannada, English",Pune,0
Candidate_786,Bachelor's,8.4,"NumPy, AWS, React, Pandas",0,Backend Developer,Tier 2,"Telugu, Kannada, English",Chennai,0
Candidate_787,Bachelor's,2.9,"TensorFlow, Flask, Spark",0,ML Engineer,Tier 1,"Telugu, Tamil, Kannada",Hyderabad,0
Candidate_788,Master's,5.4,"Keras, Flask, Java, NLP, SQL",0,Backend Developer,Tier 3,Hindi,Mumbai,0
Candidate_789,Bachelor's,0.1,"NumPy, Keras, Node.js, Spark",1,Data Analyst,Tier 2,"Tamil, Kannada, Hindi",Bangalore,1
Candidate_790,PhD,7.5,"Spark, Deep Learning, Node.js, Python",4,ML Engineer,Tier 1,"Telugu, Kannada",Chennai,0
Candidate_791,PhD,7.6,"Spark, React, AWS",4,Data Analyst,Tier 2,"Kannada, Telugu, Hindi",Chennai,1
Candidate_792,Master's,1.1,"Deep Learning, Seaborn, Pandas, JavaScript",3,Data Scientist,Tier 1,Telugu,Delhi,0
Candidate_793,PhD,9.9,"TensorFlow, Flask, Java",1,Frontend Developer,Tier 3,"Kannada, English, Tamil",Mumbai,1
Candidate_794,Bachelor's,5.5,"NLP, Matplotlib, Django, Seaborn, Node.js, NumPy",2,ML Engineer,Tier 2,Hindi,Pune,0
Candidate_795,Bachelor's,6.1,"NLP, Node.js, Matplotlib",5,ML Engineer,Tier 1,"Hindi, Telugu, English",Chennai,1
Candidate_796,Master's,7.9,"Flask, C++, React",1,Data Scientist,Tier 3,"Tamil, Telugu, Hindi",Hyderabad,0
Candidate_797,Bachelor's,2.7,"C++, Python, Java, NumPy, Flask",0,Data Analyst,Tier 2,"Hindi, English",Bangalore,0
Candidate_798,PhD,4.8,"SQL, JavaScript, Spark, Flask, Pandas",0,Data Analyst,Tier 3,"Hindi, Telugu",Chennai,1
